"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Cohesion Metric Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","Inheritance Metric Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules","Number of bugs"
"L2025","KCVSConfiguration","com.thinkaurelius.titan.diskstorage.configuration.backend.KCVSConfiguration","L3256","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\configuration\backend\KCVSConfiguration.java","44","1","257","2","0","0","0","0","0","0","0","0","2","1","1","25","25","6","4","20","37","0.230769","0.134752","19","17","3","10","0.10582","20","3","3","0","0","1","122","161","8","1","7","1","17","0","12","1","17","60","1","12","1","169","214","8","2","7","2","27","0","22","1","27","77","1","22","1","0","0","77","1","11","0","0","6","0","0","0","5","0","0","0","1","0","6","66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0"
"L3568","ConfigElement$PathIdentifier","com.thinkaurelius.titan.diskstorage.configuration.ConfigElement$PathIdentifier","L3174","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\configuration\ConfigElement.java","181","5","199","6","0","0","0","0","0","0","0","0","1","0","0","2","1","8","1","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","15","19","3","0","3","0","2","3","1","0","2","6","3","1","0","15","19","3","0","3","0","2","3","1","0","2","6","3","1","0","0","0","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","0","0","0","0","0"
"L3867","Configuration$1","com.thinkaurelius.titan.diskstorage.configuration.Configuration$1","L487","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\configuration\Configuration.java","27","67","52","6","0","0","0","0","0","0","0","0","3","0","0","5","3","0","0","0","5","0","0","0","0","0","6","0","0","1","1","0","0","1","22","26","1","2","0","2","5","0","5","0","5","5","1","5","0","22","26","1","2","0","2","5","0","5","0","5","5","1","5","0","0","0","16","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L3971","ReadConfiguration$1","com.thinkaurelius.titan.diskstorage.configuration.ReadConfiguration$1","L3195","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\configuration\ReadConfiguration.java","10","75","25","6","0","0","0","0","0","0","0","0","2","0","0","3","1","0","0","0","3","0","0.0714286","1","0","0","4","0.0714286","1","1","1","0","0","1","13","16","1","1","0","1","3","0","3","0","3","2","1","3","0","13","16","1","1","0","1","3","0","3","0","3","2","1","3","0","0","0","10","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L4061","UserModifiableConfiguration$50454#","com.thinkaurelius.titan.diskstorage.configuration.UserModifiableConfiguration$50454#","L4028","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\configuration\UserModifiableConfiguration.java","164","73","169","6","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0.166667","1","0","0","2","0.166667","1","0","0","0","0","0","5","6","0","0","0","0","1","0","1","0","1","0","0","1","0","5","6","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4345","ConsistentKeyIDAuthority$UniqueIDExhaustedException","com.thinkaurelius.titan.diskstorage.idmanagement.ConsistentKeyIDAuthority$UniqueIDExhaustedException","L2166","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\idmanagement\ConsistentKeyIDAuthority.java","364","5","372","6","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","6","9","1","0","1","0","1","0","1","0","1","1","0","1","0","6","9","1","0","1","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4349","ConsistentKeyIDAuthority$ConsistentKeyIDBlock","com.thinkaurelius.titan.diskstorage.idmanagement.ConsistentKeyIDAuthority$ConsistentKeyIDBlock","L2166","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\idmanagement\ConsistentKeyIDAuthority.java","374","5","409","6","0","0","0","0","0","0","0","0","2","1","1","7","1","0","0","0","4","0","0","0","0","0","4","0","0","1","1","0","0","1","29","36","4","1","4","1","4","0","3","0","4","14","0","3","0","29","36","4","1","4","1","4","0","3","0","4","14","0","3","0","0","0","12","6","5","0","0","4","0","0","0","1","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","6","0","0"
"L4431","IndexFeatures$Builder","com.thinkaurelius.titan.diskstorage.indexing.IndexFeatures$Builder","L2355","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\indexing\IndexFeatures.java","45","5","74","6","0","0","0","0","0","0","0","0","1","0","0","4","2","0","0","1","5","0","0","0","0","0","5","0","0","0","0","0","0","0","21","30","3","0","3","0","4","0","4","1","4","7","0","4","1","21","30","3","0","3","0","4","0","4","1","4","7","0","4","1","0","0","11","0","3","0","0","0","0","0","0","0","0","0","0","0","0","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"L4511","IndexMutation$1","com.thinkaurelius.titan.diskstorage.indexing.IndexMutation$1","L4474","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\indexing\IndexMutation.java","57","106","63","6","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","7","7","0","0","0","0","1","0","1","0","1","1","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L4587","IndexQuery$OrderEntry","com.thinkaurelius.titan.diskstorage.indexing.IndexQuery$OrderEntry","L2885","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\indexing\IndexQuery.java","107","5","154","6","0","0","0","0","0","0","0","0","1","3","1","11","1","2","1","0","7","0","0","0","0","0","8","0","0","0","0","0","0","0","38","48","3","3","3","3","7","0","7","0","7","19","0","7","0","38","48","3","3","3","3","7","0","7","0","7","19","0","7","0","0","0","17","0","5","0","0","4","0","0","0","0","0","0","0","0","0","1","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2902","RawQuery$Result<O extends Object>","com.thinkaurelius.titan.diskstorage.indexing.RawQuery$Result","L2909","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\indexing\RawQuery.java","57","5","75","6","0","0","0","0","0","0","0","0","0","0","0","3","0","13","2","0","3","0","0","0","0","0","4","0","0","0","0","0","0","0","14","19","2","2","2","2","3","0","3","0","3","4","0","3","0","14","19","2","2","2","2","3","0","3","0","3","4","0","3","0","0","0","9","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"L2381","CacheTransaction","com.thinkaurelius.titan.diskstorage.keycolumnvalue.cache.CacheTransaction","L5092","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\keycolumnvalue\cache\CacheTransaction.java","26","1","212","2","0","0","0","0","0","0","0","0","2","5","5","41","21","6","7","20","34","0.125","0.0320513","5","3","1","7","0.030303","5","3","4","0","0","2","151","177","8","2","8","2","14","0","7","0","14","92","0","7","0","160","187","8","2","8","2","16","0","9","0","16","95","0","9","0","0","0","48","3","16","0","0","10","0","0","0","2","0","3","3","2","0","2","38","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","1","2","0","0"
"L2193","ExpirationKCVSCache","com.thinkaurelius.titan.diskstorage.keycolumnvalue.cache.ExpirationKCVSCache","L5092","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\keycolumnvalue\cache\ExpirationKCVSCache.java","28","1","226","2","0","0","0","0","0","0","0","0","5","4","4","25","10","1","1","0","10","0.142857","0.0708661","9","4","1","6","0.0574713","10","3","3","0","0","1","118","147","17","11","11","4","10","0","6","0","28","75","3","18","0","164","199","18","11","12","4","15","0","10","0","33","102","3","22","0","0","0","52","37","24","0","0","18","0","0","0","2","0","3","1","0","0","7","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","5","1","0","1","31","0","0"
"L5112","KCVEntryMutation","com.thinkaurelius.titan.diskstorage.keycolumnvalue.cache.KCVEntryMutation","L5092","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\keycolumnvalue\cache\KCVEntryMutation.java","14","1","38","2","0","0","0","0","0","0","0","0","1","0","0","3","2","3","2","4","7","0.25","0.166667","3","3","1","3","0.130435","3","1","1","0","0","1","15","20","3","3","1","0","3","1","3","0","16","3","1","16","0","20","25","3","3","1","0","4","1","4","0","17","4","1","17","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"L2015","KCVSCache","com.thinkaurelius.titan.diskstorage.keycolumnvalue.cache.KCVSCache","L5092","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\keycolumnvalue\cache\KCVSCache.java","19","1","70","2","0","0","0","0","0","0","0","0","5","1","1","12","15","13","7","10","20","0.166667","0.0714286","3","3","1","5","0.0714286","3","2","2","2","2","1","39","52","6","7","3","2","10","1","5","0","20","13","3","14","0","39","52","6","7","3","2","10","1","5","0","20","13","3","14","0","0","0","29","0","1","0","0","0","0","0","0","1","0","0","0","1","0","1","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"L2201","NoKCVSCache","com.thinkaurelius.titan.diskstorage.keycolumnvalue.cache.NoKCVSCache","L5092","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\keycolumnvalue\cache\NoKCVSCache.java","17","1","32","2","0","0","0","0","0","0","0","0","2","0","0","3","4","1","1","0","3","0.333333","0.214286","3","3","1","2","0.214286","3","3","3","0","0","1","11","16","6","7","0","0","3","0","2","0","21","1","3","15","0","11","16","6","7","0","0","3","0","2","0","21","1","3","15","0","0","0","12","0","2","0","0","0","0","0","0","1","0","0","0","0","0","2","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L5373","ColumnValueStore","com.thinkaurelius.titan.diskstorage.keycolumnvalue.inmemory.ColumnValueStore","L5368","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\keycolumnvalue\inmemory\ColumnValueStore.java","27","1","222","2","0","0","0","0","0","0","0","0","2","5","5","33","6","2","0","0","5","0.5","0.0977444","13","6","1","1","0.0742857","13","0","0","0","0","0","120","144","3","2","3","2","5","0","1","0","5","98","0","1","0","162","196","6","4","5","4","13","0","4","0","13","117","1","4","0","0","1","45","32","39","0","0","22","0","0","0","2","0","4","10","0","0","6","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","4","0","0","0","31","0","0"
"L5416","InMemoryKeyColumnValueStore","com.thinkaurelius.titan.diskstorage.keycolumnvalue.inmemory.InMemoryKeyColumnValueStore","L5368","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\keycolumnvalue\inmemory\InMemoryKeyColumnValueStore.java","30","1","198","2","0.0660377","2","2","2","0.0946746","0.103704","16","14","4","1","1","13","11","1","0","0","10","0.0909091","0.116667","7","7","1","10","0.0492958","7","1","1","0","0","1","53","66","4","5","2","5","10","0","10","0","10","22","2","10","0","135","169","11","6","9","6","22","0","21","0","22","56","2","21","0","0","0","97","16","14","0","1","10","0","33","0","3","0","0","0","1","0","4","56","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","15","0","0"
"L5488","InMemoryStoreManager","com.thinkaurelius.titan.diskstorage.keycolumnvalue.inmemory.InMemoryStoreManager","L5368","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\keycolumnvalue\inmemory\InMemoryStoreManager.java","22","1","118","2","0","0","0","0","0","0","0","0","5","2","2","15","11","1","0","0","10","0.0909091","0.2","16","5","1","10","0.188235","16","2","2","0","0","1","64","91","2","3","2","3","10","0","10","0","10","22","0","10","0","69","97","3","4","2","3","11","0","11","0","15","23","0","15","0","0","0","28","4","0","0","0","0","0","0","0","1","0","0","0","1","0","0","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0"
"L5748","BaseKeyColumnValueAdapter","com.thinkaurelius.titan.diskstorage.keycolumnvalue.keyvalue.BaseKeyColumnValueAdapter","L5734","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\keycolumnvalue\keyvalue\BaseKeyColumnValueAdapter.java","16","1","42","2","0","0","0","0","0","0","0","0","2","0","0","4","3","1","0","0","4","0.2","0.130435","3","3","1","4","0.130435","3","1","1","1","1","1","20","27","4","5","2","1","4","0","4","0","10","6","2","10","0","20","27","4","5","2","1","4","0","4","0","10","6","2","10","0","0","0","14","2","2","0","0","0","0","0","0","1","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","2","0","0","0","2","0","0"
"L334","KeySelector","com.thinkaurelius.titan.diskstorage.keycolumnvalue.keyvalue.KeySelector","L5734","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\keycolumnvalue\keyvalue\KeySelector.java","13","1","43","2","0","0","0","0","0","0","0","0","1","1","1","6","1","2","2","0","4","0.2","0.166667","5","5","1","4","0.166667","5","0","0","0","0","0","25","31","3","0","3","0","4","0","4","0","4","13","0","4","0","25","31","3","0","3","0","4","0","4","0","4","13","0","4","0","0","0","11","0","6","0","0","2","0","0","0","0","0","0","0","0","0","3","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"L318","KeyValueEntry","com.thinkaurelius.titan.diskstorage.keycolumnvalue.keyvalue.KeyValueEntry","L5734","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\keycolumnvalue\keyvalue\KeyValueEntry.java","11","1","33","2","0","0","0","0","0","0","0","0","0","0","0","3","1","11","4","0","3","0.25","0.238095","5","5","1","3","0.238095","5","0","0","0","0","0","16","23","2","2","2","2","3","0","3","0","3","6","0","3","0","16","23","2","2","2","2","3","0","3","0","3","6","0","3","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L594","KVMutation","com.thinkaurelius.titan.diskstorage.keycolumnvalue.keyvalue.KVMutation","L5734","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\keycolumnvalue\keyvalue\KVMutation.java","18","1","46","2","0","0","0","0","0","0","0","0","1","0","0","4","3","2","0","5","9","0.2","0.217391","5","5","1","4","0.178571","5","1","1","0","0","1","18","24","3","3","1","0","4","0","4","0","17","4","0","17","0","23","29","3","3","1","0","5","0","5","0","18","5","0","18","0","0","0","16","0","5","0","0","0","0","0","0","0","0","0","0","0","0","2","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"L326","KVQuery","com.thinkaurelius.titan.diskstorage.keycolumnvalue.keyvalue.KVQuery","L5734","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\keycolumnvalue\keyvalue\KVQuery.java","14","1","48","2","0","0","0","0","0","0","0","0","0","0","0","6","4","4","3","3","9","0.142857","0.1875","6","6","1","6","0.1875","6","2","2","0","0","1","26","35","5","4","3","3","6","0","6","0","11","9","1","11","1","26","35","5","4","3","3","6","0","6","0","11","9","1","11","1","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L5843","KVUtil","com.thinkaurelius.titan.diskstorage.keycolumnvalue.keyvalue.KVUtil","L5734","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\keycolumnvalue\keyvalue\KVUtil.java","17","1","84","2","0","0","0","0","0","0","0","0","1","2","2","4","7","1","1","0","3","0.25","0.185185","5","5","1","3","0.0833333","5","0","0","0","0","0","22","27","1","2","1","2","3","1","3","0","3","7","1","3","0","55","68","2","6","2","6","11","2","11","0","11","14","2","11","0","0","1","33","1","1","0","0","0","0","0","0","1","0","0","0","0","0","2","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0"
"L5900","OrderedKeyValueStoreAdapter","com.thinkaurelius.titan.diskstorage.keycolumnvalue.keyvalue.OrderedKeyValueStoreAdapter","L5734","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\keycolumnvalue\keyvalue\OrderedKeyValueStoreAdapter.java","29","1","374","2","0","0","0","0","0","0","0","0","11","2","2","41","15","1","0","0","22","0.111111","0.111732","20","10","1","8","0.0735786","22","2","2","0","0","1","159","198","11","10","7","9","22","3","8","0","26","88","5","12","0","277","346","19","15","15","14","39","3","23","0","43","138","5","27","0","0","1","109","52","30","0","0","15","0","0","0","3","0","0","3","1","0","7","94","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","3","0","11","1","0","0","50","0","0"
"L756","OrderedKeyValueStoreManagerAdapter","com.thinkaurelius.titan.diskstorage.keycolumnvalue.keyvalue.OrderedKeyValueStoreManagerAdapter","L5734","L103","titan-core\src\main\java\com\thinkaurelius\titan\diskstorage\keycolumnvalue\keyvalue\OrderedKeyValueStoreManagerAdapter.java","23","1","123","2","0","0","0","0","0","0","0","0","6","4","4","22","11","4","4","0","11","0.0909091","0.0869565","8","8","1","10","0.0869565","8","2","2","0","0","1","84","101","3","3","3","3","11","0","10","0","11","40","0","10","0","84","101","3","3","3","3","11","0","10","0","11","40","0","10","0","0","0","29","13","3","0","0","2","0","0","0","1","0","2","0","1","0","1","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0"
