"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous fixes","Number of committers","Number of previous modifications","Number of developer commits","Number of bugs"
"L33466","CommitEdgesMapTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/sideeffect/CommitEdgesMapTest.java","L33465","11","0","118","0","3","8","1615","0"
"L33467","CommitVerticesMapReduceTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/sideeffect/CommitVerticesMapReduceTest.java","L33465","2","0","87","0","3","7","1615","0"
"L33468","GroupCountMapReduceTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/sideeffect/GroupCountMapReduceTest.java","L33465","12","0","95","0","3","7","1615","0"
"L33469","LinkMapReduceTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/sideeffect/LinkMapReduceTest.java","L33465","3","0","68","0","3","7","1615","0"
"L33470","SideEffectMapTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/sideeffect/SideEffectMapTest.java","L33465","1","0","46","0","3","7","1615","0"
"L33471","ValueGroupCountMapReduceTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/sideeffect/ValueGroupCountMapReduceTest.java","L33465","33","0","174","0","3","9","1615","0"
"L33858","EdgesMapTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/transform/EdgesMapTest.java","L33857","5","0","55","0","3","9","1615","0"
"L33859","EdgesVerticesMapTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/transform/EdgesVerticesMapTest.java","L33857","1","0","67","0","3","7","1615","0"
"L33860","PathMapTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/transform/PathMapTest.java","L33857","2","0","59","0","3","7","1615","0"
"L33861","PropertyMapTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/transform/PropertyMapTest.java","L33857","1","0","113","0","3","7","1615","0"
"L33862","TransformMapTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/transform/TransformMapTest.java","L33857","4","0","56","0","3","7","1615","0"
"L33863","VertexMapTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/transform/VertexMapTest.java","L33857","1","0","67","0","3","7","1615","0"
"L33864","VerticesEdgesMapReduceTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/transform/VerticesEdgesMapReduceTest.java","L33857","12","0","123","0","3","9","1615","0"
"L33865","VerticesMapTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/transform/VerticesMapTest.java","L33857","6","0","60","0","3","9","1615","0"
"L33866","VerticesVerticesMapReduceTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/transform/VerticesVerticesMapReduceTest.java","L33857","2","0","141","0","3","7","1615","0"
"L34311","CounterMapTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/util/CounterMapTest.java","L34310","1","0","19","0","2","3","53","0"
"L34312","CountMapReducePipelineTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/util/CountMapReducePipelineTest.java","L34310","1","0","22","0","2","3","53","0"
"L34313","CountMapReduceTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/util/CountMapReduceTest.java","L34310","3","0","68","0","3","7","1615","0"
"L34314","ElementCheckerTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/util/ElementCheckerTest.java","L34310","1","0","41","0","3","7","1615","0"
"L34315","ElementPickerTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/util/ElementPickerTest.java","L34310","3","0","64","0","3","11","1077","0"
"L34316","EmptyConfigurationTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/mapreduce/util/EmptyConfigurationTest.java","L34310","1","0","12","0","2","3","53","0"
"L34772","FaunusGremlinScriptEngineTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/tinkerpop/gremlin/FaunusGremlinScriptEngineTest.java","L34771","1","0","11","0","2","3","53","0"
"L34773","ScriptExecutorTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/tinkerpop/gremlin/ScriptExecutorTest.java","L34771","1","0","11","0","2","3","53","0"
"L31705","RDFBlueprintsHandlerTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/formats/edgelist/rdf/RDFBlueprintsHandlerTest.java","L31704","3","0","146","0","3","14","1077","0"
"L31706","RDFInputFormatTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/formats/edgelist/rdf/RDFInputFormatTest.java","L31704","1","0","8","1","3","5","1077","0"
"L31707","RDFRecordReaderTest.java","titan-hadoop-parent/titan-hadoop-core/src/test/java/com/thinkaurelius/titan/hadoop/formats/edgelist/rdf/RDFRecordReaderTest.java","L31704","2","0","25","0","2","7","1615","0"
"L29530","DistCacheConfigurer.java","titan-hadoop-parent/titan-hadoop-1/src/main/java/com/thinkaurelius/titan/hadoop/compat/h1/DistCacheConfigurer.java","L29529","3","0","27","0","2","3","1615","0"
"L29531","Hadoop1Compat.java","titan-hadoop-parent/titan-hadoop-1/src/main/java/com/thinkaurelius/titan/hadoop/compat/h1/Hadoop1Compat.java","L29529","1","0","65","0","2","4","1615","0"
"L29532","Hadoop1Compiler.java","titan-hadoop-parent/titan-hadoop-1/src/main/java/com/thinkaurelius/titan/hadoop/compat/h1/Hadoop1Compiler.java","L29529","12","0","158","1","2","7","1615","0"
"L29533","ImmutableConfiguration.java","titan-hadoop-parent/titan-hadoop-1/src/main/java/com/thinkaurelius/titan/hadoop/compat/h1/ImmutableConfiguration.java","L29529","1","0","224","0","1","2","1615","0"
"L29534","MapredJarConfigurer.java","titan-hadoop-parent/titan-hadoop-1/src/main/java/com/thinkaurelius/titan/hadoop/compat/h1/MapredJarConfigurer.java","L29529","1","0","14","0","2","2","1077","0"
"L29535","MapSequence.java","titan-hadoop-parent/titan-hadoop-1/src/main/java/com/thinkaurelius/titan/hadoop/compat/h1/MapSequence.java","L29529","16","0","84","0","2","2","1077","0"
"L29536","MemoryMapper.java","titan-hadoop-parent/titan-hadoop-1/src/main/java/com/thinkaurelius/titan/hadoop/compat/h1/MemoryMapper.java","L29529","7","0","77","0","2","2","1077","0"
"L29901","DistCacheConfigurer.java","titan-hadoop-parent/titan-hadoop-2/src/main/java/com/thinkaurelius/titan/hadoop/compat/h2/DistCacheConfigurer.java","L29900","3","0","26","0","2","3","1615","0"
"L29902","Hadoop2Compat.java","titan-hadoop-parent/titan-hadoop-2/src/main/java/com/thinkaurelius/titan/hadoop/compat/h2/Hadoop2Compat.java","L29900","1","0","67","0","2","4","1615","0"
"L29903","Hadoop2Compiler.java","titan-hadoop-parent/titan-hadoop-2/src/main/java/com/thinkaurelius/titan/hadoop/compat/h2/Hadoop2Compiler.java","L29900","13","0","145","1","2","9","1615","0"
"L29904","ImmutableConfiguration.java","titan-hadoop-parent/titan-hadoop-2/src/main/java/com/thinkaurelius/titan/hadoop/compat/h2/ImmutableConfiguration.java","L29900","1","0","326","0","1","2","1615","0"
"L29905","MapredJarConfigurer.java","titan-hadoop-parent/titan-hadoop-2/src/main/java/com/thinkaurelius/titan/hadoop/compat/h2/MapredJarConfigurer.java","L29900","1","0","14","0","2","2","1077","0"
